NUMPED;NUMITEM;CODPROD;QTDE;VALUNIT;UNID;ALIQICMS;COMISSAO;STICMS;CFOP;REDUCBASEICMS
553.465;1;968;1,0000;3,1000;Un;0,0000;3,0000;00;5102;0,0000
553.465;2;1.510;1,0000;8,0000;Un;0,0000;3,0000;00;5102;0,0000
553.465;3;693;0,1000;29,9000;Kg;0,0000;3,0000;00;5102;0,0000
553.466;1;884;4,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.466;2;292;1,0000;3,1300;Un;0,0000;0,0000;60;5405;0,0000
553.466;3;106;0,5100;26,6000;Kg;18,0000;0,0000;20;5102;33,3300
553.466;4;146;0,1900;36,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.466;5;1.307;0,2500;28,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.466;6;516;0,3000;23,5000;Kg;18,0000;0,0000;20;5102;33,3300
553.466;7;290;0,2100;25,0500;Kg;18,0000;0,0000;20;5102;33,3300
553.466;8;837;1,0000;14,5100;Un;0,0000;0,0000;60;5405;0,0000
553.466;9;106;0,5000;26,6000;Kg;18,0000;0,0000;20;5102;33,3300
553.467;1;992;1,0000;5,3000;Lt;12,0000;2,0000;60;5405;0,0000
553.467;2;969;1,0000;2,5000;Un;0,0000;0,0000;60;5405;0,0000
553.467;3;750;1,0000;18,2000;Un;0,0000;0,0000;00;5102;0,0000
553.467;4;884;1,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.467;5;848;1,0000;6,2500;Un;0,0000;0,0000;00;5102;0,0000
553.468;1;465;1,0000;52,7000;Un;0,0000;0,0000;00;5102;0,0000
553.468;2;170;5,0000;32,9400;Kg;12,0000;0,0000;00;5102;0,0000
553.468;3;502;2,0000;21,4700;Un;18,0000;0,0000;20;5102;61,1100
553.469;1;1.401;2,0000;16,6000;Un;0,0000;3,0000;00;5102;0,0000
553.469;2;436;2,0000;35,5600;Un;0,0000;3,0000;00;5102;0,0000
553.469;3;181;1,5500;42,1200;Kg;18,0000;3,0000;20;5102;33,3300
553.469;4;227;5,0000;18,1700;Kg;0,0000;3,0000;60;5405;0,0000
553.470;1;196;10,0000;26,7900;Kg;18,0000;0,0000;20;5102;33,3300
553.470;2;126;6,3000;11,6200;Kg;18,0000;0,0000;20;5102;33,3300
553.470;3;364;3,0000;19,9200;Un;12,0000;0,0000;00;5102;0,0000
553.470;4;440;1,0000;30,2100;Bd;0,0000;0,0000;00;5102;0,0000
553.470;5;442;1,0000;27,9300;Bd;0,0000;0,0000;00;5102;0,0000
553.471;1;170;5,0000;32,9400;Kg;12,0000;0,0000;00;5102;0,0000
553.472;1;364;2,0000;19,9200;Un;12,0000;0,0000;00;5102;0,0000
553.472;2;925;2,0000;22,8000;Un;18,0000;0,0000;20;5102;12,0000
553.472;3;922;2,0000;30,1600;Cx;18,0000;0,0000;20;5102;33,3300
553.472;4;352;1,0000;17,4800;Un;18,0000;0,0000;00;5102;0,0000
553.472;5;341;1,0000;18,8400;Un;18,0000;0,0000;00;5102;0,0000
553.473;1;2.339;1,0000;3,5000;Pç;0,0000;0,0000;00;5102;0,0000
553.474;1;2.339;1,0000;3,5000;Pç;0,0000;0,0000;00;5102;0,0000
553.474;2;138;1,0000;9,5200;Un;0,0000;0,0000;60;5405;0,0000
553.475;1;2.100;1,0000;7,0000;Un;0,0000;0,0000;00;5102;0,0000
553.476;1;456;1,0000;30,8600;Un;0,0000;0,0000;00;5102;0,0000
553.476;2;325;0,3300;57,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.476;3;497;0,2800;68,2000;Kg;18,0000;0,0000;20;5102;33,3300
553.476;4;122;4,1400;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.536;1;122;24,7000;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.477;1;100;8,4900;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.477;2;213;3,4800;17,9600;Kg;0,0000;0,0000;00;5102;0,0000
553.477;3;709;2,7200;39,0000;Kg;0,0000;0,0000;00;5102;0,0000
553.477;4;121;1,1200;30,9400;Kg;18,0000;0,0000;20;5102;33,3300
553.537;1;122;12,5000;35,3100;Kg;12,0000;3,0000;00;5102;0,0000
553.644;1;182;8,0000;2,7500;Un;0,0000;0,0000;60;5405;0,0000
553.644;2;198;12,0000;9,5100;Un;18,0000;0,0000;20;5102;33,3300
553.644;3;433;6,0000;16,8000;Un;18,0000;0,0000;20;5102;61,1100
553.644;4;343;1,0000;49,8800;Un;18,0000;0,0000;20;5102;33,3300
553.644;5;300;6,0000;7,1700;Un;0,0000;0,0000;60;5405;0,0000
553.644;6;992;12,0000;5,3000;Lt;12,0000;2,0000;60;5405;0,0000
553.644;7;446;3,0000;12,6600;Un;0,0000;0,0000;60;5405;0,0000
553.479;1;100;2,1600;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.479;2;110;1,6300;36,2300;Kg;12,0000;0,0000;00;5102;0,0000
553.479;3;106;0,6400;26,6000;Kg;18,0000;0,0000;20;5102;33,3300
553.479;4;227;5,0000;18,1700;Kg;0,0000;0,0000;60;5405;0,0000
553.481;1;446;1,0000;12,6600;Un;0,0000;0,0000;60;5405;0,0000
553.645;1;871;12,0000;126,0000;Un;0,0000;3,0000;00;5102;0,0000
553.916;1;117;2,3000;62,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.916;2;181;1,5800;42,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.916;3;193;4,0000;11,7500;Lt;18,0000;0,0000;20;5102;33,3300
553.916;4;105;4,0000;16,0000;Un;18,0000;0,0000;20;5102;33,3300
553.916;5;301;1,0000;82,8400;Un;18,0000;0,0000;00;5102;0,0000
553.482;1;877;4,0000;31,9000;Un;18,0000;0,0000;20;5102;33,3300
553.482;2;101;8,0000;5,1600;Un;0,0000;0,0000;60;5405;0,0000
553.482;3;992;24,0000;5,3000;Lt;12,0000;2,0000;60;5405;0,0000
553.482;4;465;3,0000;52,7000;Un;0,0000;0,0000;00;5102;0,0000
553.482;5;217;7,0000;29,0800;Kg;0,0000;0,0000;60;5405;0,0000
553.482;6;159;3,9500;37,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.482;7;114;6,8000;37,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.482;8;129;5,0000;30,5100;Un;18,0000;0,0000;20;5102;33,3300
553.482;9;117;1,2800;62,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.482;10;554;2,0000;31,2700;Un;18,0000;0,0000;20;5102;33,3300
553.483;1;554;6,0000;31,2700;Un;18,0000;0,0000;20;5102;33,3300
553.646;1;719;0,1600;214,9900;Kg;18,0000;0,0000;00;5102;0,0000
553.646;2;107;3,7500;51,9000;Kg;18,0000;0,0000;20;5102;33,3300
553.646;3;442;1,0000;27,9300;Bd;0,0000;0,0000;00;5102;0,0000
553.646;4;375;1,0000;64,3500;Un;18,0000;0,0000;20;5102;33,3300
553.647;1;122;1,5360;39,9000;Kg;12,0000;0,0000;00;5102;0,0000
553.647;2;213;0,7120;25,9000;Kg;0,0000;0,0000;00;5102;0,0000
553.484;1;925;1,0000;22,8000;Un;18,0000;0,0000;20;5102;12,0000
553.486;1;194;0,9520;53,1800;Kg;12,0000;0,0000;00;5102;0,0000
553.486;2;2.086;1,0000;16,2000;;0,0000;0,0000;60;5405;0,0000
553.486;3;126;0,4400;11,6200;Kg;18,0000;0,0000;20;5102;33,3300
553.486;4;124;1,0000;16,4700;Un;18,0000;0,0000;20;5102;33,3300
553.486;5;100;0,9980;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.487;1;510;5,0000;16,8200;Kg;18,0000;0,0000;20;5102;61,1100
553.488;1;884;1,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.488;2;818;1,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.488;3;818;1,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.489;1;884;2,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.490;1;516;2,0000;23,5000;Kg;18,0000;0,0000;20;5102;33,3300
553.490;2;516;1,0000;23,5000;Kg;18,0000;0,0000;20;5102;33,3300
553.490;3;516;1,0000;23,5000;Kg;18,0000;0,0000;20;5102;33,3300
553.490;4;479;1,0000;87,3200;Kg;18,0000;0,0000;20;5102;33,3300
553.490;5;478;1,0000;84,9600;Kg;18,0000;0,0000;20;5102;33,3300
553.490;6;497;2,0300;68,2000;Kg;18,0000;0,0000;20;5102;33,3300
553.490;7;325;2,1280;57,1200;Kg;18,0000;0,0000;20;5102;33,3300
555.117;1;100;8,3000;34,1600;Kg;12,0000;0,0000;00;5102;0,0000
555.117;2;196;1,1000;26,7900;Kg;18,0000;0,0000;20;5102;33,3300
553.491;1;310;60,0000;12,4000;Kg;18,0000;3,0000;20;5102;33,3300
553.491;2;313;45,0000;20,0000;Kg;18,0000;3,0000;20;5102;33,3300
553.491;3;382;20,0000;44,0000;Un;18,0000;3,0000;20;5102;33,3300
553.491;4;389;14,0000;47,0000;Bd;18,0000;3,0000;20;5102;33,3300
553.491;5;441;30,0000;8,0000;Bd;0,0000;3,0000;00;5102;0,0000
553.491;6;440;4,0000;26,5000;Bd;0,0000;3,0000;00;5102;0,0000
553.491;7;442;50,0000;24,5000;Bd;0,0000;3,0000;00;5102;0,0000
553.491;8;302;24,0000;35,6400;Bd;18,0000;3,0000;20;5102;33,3300
553.491;9;435;20,0000;23,0000;Un;18,0000;3,0000;20;5102;12,0000
553.491;10;480;3,0000;24,0000;Bd;18,0000;3,0000;00;5102;0,0000
553.491;11;420;5,0000;42,0000;Bd;18,0000;3,0000;20;5102;33,3300
553.492;1;313;0,6000;23,2000;Kg;18,0000;0,0000;20;5102;33,3300
553.492;2;150;3,2200;38,2800;Kg;18,0000;0,0000;20;5102;33,3300
553.492;3;567;0,4040;86,5000;Kg;0,0000;0,0000;60;5405;0,0000
553.648;13;320;6,0000;64,9000;Un;18,0000;3,0000;20;5102;33,3300
553.648;14;432;30,0000;12,0000;Un;18,0000;3,0000;00;5102;0,0000
553.648;15;442;60,0000;24,5000;Bd;0,0000;3,0000;00;5102;0,0000
553.648;16;440;10,0000;26,5000;Bd;0,0000;3,0000;00;5102;0,0000
553.648;17;441;30,0000;8,0000;Bd;0,0000;3,0000;00;5102;0,0000
553.648;18;482;36,0000;3,5000;Un;12,0000;3,0000;00;5102;0,0000
553.648;19;491;6,0000;21,6000;Bd;18,0000;3,0000;20;5102;33,3300
553.648;20;493;4,0000;21,6000;Bd;18,0000;3,0000;20;5102;33,3300
553.648;21;307;24,0000;40,0000;Un;18,0000;3,0000;20;5102;33,3300
553.648;22;382;10,0000;44,0000;Un;18,0000;3,0000;20;5102;33,3300
553.648;23;420;5,0000;42,0000;Bd;18,0000;3,0000;20;5102;33,3300
553.648;24;1.039;12,0000;8,4000;Un;0,0000;3,0000;60;5405;0,0000
553.648;25;380;25,0000;4,3500;Un;0,0000;3,0000;60;5405;0,0000
553.648;26;353;25,0000;4,3500;Un;0,0000;3,0000;60;5405;0,0000
553.648;27;2.277;15,0000;7,0000;Un;12,0000;3,0000;00;5102;0,0000
553.648;28;397;24,0000;10,2000;Un;0,0000;3,0000;60;5405;0,0000
553.648;29;2.016;15,0000;6,4000;Un;0,0000;3,0000;60;5405;0,0000
553.648;30;671;12,0000;17,4000;Un;0,0000;3,0000;60;5405;0,0000
553.648;31;973;24,0000;10,5000;Un;0,0000;3,0000;60;5405;0,0000
553.648;32;404;15,0000;9,8300;Un;0,0000;3,0000;60;5405;0,0000
553.648;33;755;15,0000;13,1000;Un;0,0000;3,0000;60;5405;0,0000
553.648;34;173;24,0000;11,7400;Kg;18,0000;3,0000;20;5102;61,1100
553.648;35;267;18,0000;22,0000;Un;18,0000;3,0000;20;5102;33,3300
553.648;1;310;60,0000;12,4000;Kg;18,0000;3,0000;20;5102;33,3300
553.648;2;313;60,0000;20,0000;Kg;18,0000;3,0000;20;5102;33,3300
553.648;3;382;20,0000;44,0000;Un;18,0000;3,0000;20;5102;33,3300
553.648;4;389;14,0000;47,0000;Bd;18,0000;3,0000;20;5102;33,3300
553.648;5;441;30,0000;8,0000;Bd;0,0000;3,0000;00;5102;0,0000
553.648;6;440;4,0000;26,5000;Bd;0,0000;3,0000;00;5102;0,0000
553.648;7;442;50,0000;24,5000;Bd;0,0000;3,0000;00;5102;0,0000
553.648;8;302;24,0000;35,6400;Bd;18,0000;3,0000;20;5102;33,3300
553.648;9;435;20,0000;23,0000;Un;18,0000;3,0000;20;5102;12,0000
553.648;10;480;3,0000;24,0000;Bd;18,0000;3,0000;00;5102;0,0000
553.648;11;420;5,0000;42,0000;Bd;18,0000;3,0000;20;5102;33,3300
553.648;12;307;15,0000;40,0000;Un;18,0000;3,0000;20;5102;33,3300
553.649;1;277;2,5000;22,3100;Kg;0,0000;0,0000;00;5102;0,0000
553.650;1;119;5,0000;30,5100;Un;0,0000;0,0000;60;5405;0,0000
553.650;2;182;16,0000;2,8800;Un;0,0000;0,0000;60;5405;0,0000
553.650;3;170;5,0000;32,9400;Kg;12,0000;0,0000;00;5102;0,0000
553.650;4;154;14,0000;9,4700;Un;18,0000;0,0000;20;5102;33,3300
553.650;5;181;1,0000;42,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.650;6;122;28,8000;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.650;7;801;1,5000;41,3000;Kg;18,0000;0,0000;20;5102;33,3300
553.650;8;143;2,8600;55,4400;Kg;12,0000;0,0000;00;5102;0,0000
553.650;9;110;11,4200;36,2300;Kg;12,0000;0,0000;00;5102;0,0000
553.493;1;100;1,0220;39,9000;Kg;12,0000;0,0000;00;5102;0,0000
553.493;2;217;1,0360;41,5000;Kg;0,0000;0,0000;60;5405;0,0000
553.493;3;129;10,0000;30,5100;Un;18,0000;0,0000;20;5102;33,3300
553.493;4;877;1,0000;31,9000;Un;18,0000;0,0000;20;5102;33,3300
553.493;5;467;10,0000;16,9000;Un;0,0000;0,0000;00;5102;0,0000
553.495;1;357;6,0000;71,7600;Un;18,0000;1,0000;20;5102;61,1100
553.495;2;301;3,0000;82,8400;Un;18,0000;0,0000;00;5102;0,0000
555.118;1;224;2,5000;20,7400;Kg;0,0000;0,0000;00;5102;0,0000
555.118;2;507;3,0000;20,7000;Kg;18,0000;0,0000;20;5102;61,1100
555.118;3;503;5,0000;44,2800;Kg;18,0000;0,0000;20;5102;61,1100
555.118;4;416;4,0000;17,4200;Kg;18,0000;0,0000;20;5102;33,3300
555.118;5;356;4,0000;10,4700;Un;0,0000;1,0000;60;5405;0,0000
553.651;1;122;1,0000;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.651;2;100;1,0000;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.651;3;503;5,0000;44,2800;Kg;18,0000;0,0000;20;5102;61,1100
553.651;4;160;1,0000;37,9500;Kg;12,0000;0,0000;00;5102;0,0000
553.651;5;150;1,0000;38,2800;Kg;18,0000;0,0000;20;5102;33,3300
553.651;6;301;1,0000;82,8400;Un;18,0000;0,0000;00;5102;0,0000
553.651;7;314;1,0000;83,5200;Un;18,0000;0,0000;20;5102;33,3300
553.651;8;267;1,0000;25,4100;Un;18,0000;0,0000;20;5102;33,3300
553.652;1;312;0,1700;22,4300;Kg;18,0000;0,0000;20;5102;33,3300
553.652;2;911;1,0000;128,0000;Un;0,0000;0,0000;60;5405;0,0000
553.652;3;324;0,1900;78,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.652;4;498;0,2000;21,8300;Kg;18,0000;0,0000;20;5102;33,3300
553.496;1;357;9,0000;71,7600;Un;18,0000;1,0000;20;5102;61,1100
553.496;2;495;2,0000;44,8400;Kg;18,0000;0,0000;00;5102;0,0000
553.496;3;468;2,0000;35,9600;Kg;18,0000;0,0000;00;5102;0,0000
553.496;4;412;2,0000;7,9300;Kg;18,0000;0,0000;20;5102;33,3300
553.496;5;359;1,0000;65,5200;Kg;18,0000;0,0000;20;5102;33,3300
553.653;1;474;10,0000;19,4600;Un;18,0000;3,0000;20;5102;33,3300
553.653;2;272;7,0700;36,0000;Kg;0,0000;3,0000;60;5405;0,0000
553.654;1;490;1,0280;22,8000;Kg;0,0000;0,0000;00;5102;0,0000
553.497;1;503;10,0000;43,9700;Kg;18,0000;0,0000;20;5102;61,1100
553.497;2;224;2,5000;19,0700;Kg;0,0000;0,0000;00;5102;0,0000
553.497;3;507;3,3000;20,7000;Kg;18,0000;0,0000;20;5102;61,1100
553.498;1;122;16,4000;35,3100;Kg;12,0000;3,0000;00;5102;0,0000
553.498;2;215;3,5400;22,8000;Kg;0,0000;3,0000;60;5405;0,0000
553.498;3;124;3,0000;16,4700;Un;18,0000;3,0000;20;5102;33,3300
553.498;4;224;5,0000;19,0700;Kg;0,0000;3,0000;00;5102;0,0000
553.498;5;446;15,0000;12,6600;Un;0,0000;3,0000;60;5405;0,0000
553.498;6;877;6,0000;31,9000;Un;18,0000;3,0000;20;5102;33,3300
553.499;1;625;2,0000;8,1000;Un;0,0000;0,0000;00;5102;0,0000
553.499;2;115;0,3340;39,5000;Kg;18,0000;0,0000;20;5102;12,0000
553.499;3;121;0,5660;31,5500;Kg;18,0000;0,0000;20;5102;33,3300
553.499;4;121;0,5640;31,5500;Kg;18,0000;0,0000;20;5102;33,3300
553.499;5;108;1,0000;16,1300;Un;18,0000;0,0000;20;5102;33,3300
553.499;6;305;1,0000;19,1500;Cx;18,0000;0,0000;20;5102;61,1100
553.499;7;170;5,0000;34,4500;Kg;12,0000;0,0000;00;5102;0,0000
553.499;8;106;2,4120;29,9000;Kg;18,0000;0,0000;20;5102;33,3300
553.499;9;709;0,3120;49,9000;Kg;0,0000;0,0000;00;5102;0,0000
553.499;10;110;2,0540;41,9000;Kg;12,0000;0,0000;00;5102;0,0000
553.499;11;213;2,0460;25,9000;Kg;0,0000;0,0000;00;5102;0,0000
553.500;1;170;10,0000;32,9400;Kg;12,0000;0,0000;00;5102;0,0000
553.500;2;155;2,0000;34,9800;Kg;18,0000;0,0000;20;5102;33,3300
553.500;3;144;2,0000;43,4800;Un;18,0000;0,0000;00;5102;0,0000
553.500;4;159;4,0000;37,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.655;1;799;1,0000;19,2300;Un;0,0000;0,0000;00;5102;0,0000
553.656;1;446;6,0000;12,6600;Un;0,0000;0,0000;60;5405;0,0000
553.656;2;106;1,1500;26,6000;Kg;18,0000;0,0000;20;5102;33,3300
553.656;3;845;1,0000;7,0000;Un;0,0000;0,0000;00;5102;0,0000
553.656;4;958;2,0000;10,0000;Un;0,0000;0,0000;00;5102;0,0000
553.656;5;471;1,0000;19,0900;Un;0,0000;0,0000;60;5405;0,0000
553.656;6;113;1,0000;16,5000;Un;18,0000;0,0000;20;5102;33,3300
553.656;7;719;0,2400;214,9900;Kg;18,0000;0,0000;00;5102;0,0000
553.656;8;1.039;3,0000;11,5000;Un;0,0000;0,0000;60;5405;0,0000
553.656;9;292;4,0000;3,1300;Un;0,0000;0,0000;60;5405;0,0000
553.656;10;101;3,0000;5,1600;Un;0,0000;0,0000;60;5405;0,0000
553.656;11;969;1,0000;2,5000;Un;0,0000;0,0000;60;5405;0,0000
553.656;12;272;0,3120;41,7600;Kg;0,0000;0,0000;60;5405;0,0000
553.656;13;990;0,3360;62,6400;Kg;0,0000;0,0000;60;5405;0,0000
553.501;1;446;15,0000;12,6600;Un;0,0000;0,0000;60;5405;0,0000
553.502;1;119;4,0000;30,5100;Un;0,0000;0,0000;60;5405;0,0000
553.502;2;684;2,0000;22,2300;Un;18,0000;0,0000;20;5102;33,3300
553.502;3;170;5,0000;32,9400;Kg;12,0000;0,0000;00;5102;0,0000
553.502;4;1.466;24,0000;3,1000;Un;0,0000;0,0000;00;5102;0,0000
553.502;5;439;2,0000;29,0000;Kg;18,0000;0,0000;00;5102;0,0000
553.502;6;117;7,6000;62,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.502;7;122;4,0500;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.502;8;146;2,2700;36,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.503;1;925;2,0000;22,8000;Un;18,0000;0,0000;20;5102;12,0000
553.503;2;927;1,0000;30,1600;Cx;18,0000;0,0000;20;5102;33,3300
553.503;3;921;1,0000;19,2200;Cx;18,0000;0,0000;20;5102;6,1100
553.503;4;110;3,2000;36,2300;Kg;12,0000;0,0000;00;5102;0,0000
553.503;5;150;0,4180;54,9000;Kg;18,0000;0,0000;20;5102;33,3300
553.503;6;371;1,0000;209,7600;Bd;18,0000;0,0000;20;5102;61,1100
553.503;7;907;1,0000;20,8800;Cx;18,0000;0,0000;00;5102;0,0000
553.505;1;2.286;1,0000;17,5000;Un;18,0000;0,0000;20;5102;33,3300
553.506;1;625;1,0000;8,1000;Un;0,0000;0,0000;00;5102;0,0000
553.506;2;148;0,3000;38,2800;Kg;12,0000;0,0000;00;5102;0,0000
553.506;3;837;1,0000;14,5100;Un;0,0000;0,0000;60;5405;0,0000
553.506;4;804;1,0000;12,9000;Un;0,0000;0,0000;00;5102;0,0000
553.507;1;290;0,4000;25,0500;Kg;18,0000;0,0000;20;5102;33,3300
553.507;2;2.206;1,0000;3,2000;Un;0,0000;0,0000;00;5102;0,0000
553.507;3;182;2,0000;2,7500;Un;0,0000;0,0000;60;5405;0,0000
553.507;4;1.307;0,5000;28,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.507;5;505;0,8700;21,2800;Kg;18,0000;0,0000;20;5102;61,1100
553.507;6;693;0,2000;29,9000;Kg;0,0000;0,0000;00;5102;0,0000
553.507;7;2.337;1,0000;3,5000;Un;0,0000;0,0000;00;5102;0,0000
553.657;1;154;2,0000;9,4700;Un;18,0000;0,0000;20;5102;33,3300
553.508;1;818;2,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.508;2;2.206;1,0000;3,2000;Un;0,0000;0,0000;00;5102;0,0000
553.509;1;818;9,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.509;2;2.206;1,0000;3,2000;Un;0,0000;0,0000;00;5102;0,0000
553.509;3;1.232;0,5000;32,9000;Kg;0,0000;0,0000;60;5405;0,0000
553.509;4;2.264;1,0000;2,6000;Un;0,0000;0,0000;00;5102;0,0000
553.509;5;1.492;1,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.509;6;153;0,1500;69,1800;Kg;18,0000;0,0000;20;5102;33,3300
553.509;7;122;0,3000;35,3100;Kg;12,0000;0,0000;00;5102;0,0000
553.509;8;555;1,0000;15,9000;Un;0,0000;0,0000;00;5102;0,0000
553.509;9;749;1,0000;23,5000;Un;0,0000;0,0000;00;5102;0,0000
553.509;10;138;1,0000;9,5200;Un;0,0000;0,0000;60;5405;0,0000
553.509;11;884;3,0000;2,5000;Un;0,0000;0,0000;00;5102;0,0000
553.510;1;291;3,0000;12,3900;Un;18,0000;0,0000;20;5102;61,1100
553.511;1;240;4,0000;34,0000;Kg;0,0000;0,0000;60;5405;0,0000
553.511;2;364;1,0000;19,9200;Un;12,0000;0,0000;00;5102;0,0000
553.511;3;259;2,0000;50,7400;Un;18,0000;0,0000;20;5102;12,0000
553.511;4;992;2,0000;5,3000;Lt;12,0000;2,0000;60;5405;0,0000
553.511;5;808;1,0000;7,4000;Un;0,0000;0,0000;60;5405;0,0000
553.511;6;342;1,0000;4,9100;Lt;18,0000;0,0000;00;5102;0,0000
553.511;7;837;4,0000;14,5100;Un;0,0000;0,0000;60;5405;0,0000
553.512;1;497;1,0000;68,2000;Kg;18,0000;3,0000;20;5102;33,3300
553.512;2;312;1,0000;22,4300;Kg;18,0000;3,0000;20;5102;33,3300
553.512;3;554;4,0000;31,2700;Un;18,0000;3,0000;20;5102;33,3300
553.512;4;378;2,0000;23,2500;Un;18,0000;3,0000;20;5102;33,3300
553.512;5;352;1,0000;17,4800;Un;18,0000;3,0000;00;5102;0,0000
553.512;6;374;1,0000;5,1900;Lt;18,0000;3,0000;20;5102;12,0000
553.513;1;440;8,0000;30,2100;Bd;0,0000;0,0000;00;5102;0,0000
553.513;2;493;1,0000;25,9200;Bd;18,0000;0,0000;20;5102;33,3300
553.513;3;307;5,0000;46,4000;Un;18,0000;0,0000;20;5102;33,3300
553.513;4;382;4,0000;53,5500;Un;18,0000;0,0000;20;5102;33,3300
553.513;5;302;1,0000;42,0600;Bd;18,0000;0,0000;20;5102;33,3300
553.513;6;445;6,0000;19,5500;Un;18,0000;0,0000;20;5102;33,3300
553.513;7;148;24,5500;38,2800;Kg;12,0000;0,0000;00;5102;0,0000
553.514;1;877;6,0000;31,9000;Un;18,0000;0,0000;20;5102;33,3300
553.514;2;267;1,0000;25,4100;Un;18,0000;0,0000;20;5102;33,3300
553.514;3;181;1,4000;42,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.514;4;129;7,0000;30,5100;Un;18,0000;0,0000;20;5102;33,3300
553.514;5;224;2,5000;19,0700;Kg;0,0000;0,0000;00;5102;0,0000
553.514;6;220;5,0000;22,1600;Kg;0,0000;0,0000;60;5405;0,0000
553.514;7;250;0,7000;65,7800;Kg;0,0000;0,0000;60;5405;0,0000
553.514;8;253;0,8000;69,9200;Kg;18,0000;0,0000;00;5102;0,0000
553.515;1;155;3,0000;34,9800;Kg;18,0000;0,0000;20;5102;33,3300
553.515;2;712;0,1260;30,0000;Kg;18,0000;0,0000;20;5102;61,1100
553.515;3;712;0,1240;30,0000;Kg;18,0000;0,0000;20;5102;61,1100
553.515;4;498;0,1400;21,8300;Kg;18,0000;0,0000;20;5102;33,3300
553.516;1;110;5,9400;36,2300;Kg;12,0000;0,0000;00;5102;0,0000
553.516;2;267;14,0000;25,4100;Un;18,0000;0,0000;20;5102;33,3300
553.516;3;117;7,4300;62,0000;Kg;18,0000;0,0000;20;5102;33,3300
553.516;4;136;2,3500;51,9000;Kg;18,0000;0,0000;20;5102;33,3300
553.517;1;478;0,2360;86,4000;Kg;18,0000;0,0000;20;5102;33,3300
553.518;1;325;1,1300;57,1200;Kg;18,0000;3,0000;20;5102;33,3300
553.518;2;497;1,0900;68,2000;Kg;18,0000;3,0000;20;5102;33,3300
553.518;3;215;10,5500;22,8000;Kg;0,0000;3,0000;60;5405;0,0000
553.518;4;181;5,6600;42,1200;Kg;18,0000;3,0000;20;5102;33,3300
553.519;1;500;15,0000;37,2000;Kg;18,0000;3,0000;20;5102;61,1100
553.519;2;505;10,0000;21,8300;Kg;18,0000;3,0000;20;5102;61,1100
553.519;3;509;6,1800;8,4000;Kg;18,0000;3,0000;20;5102;61,1100
553.519;4;510;5,0000;17,3400;Kg;18,0000;3,0000;20;5102;61,1100
553.519;5;508;2,5000;7,8000;Kg;18,0000;3,0000;20;5102;61,1100
553.520;1;497;0,1020;68,2000;Kg;18,0000;0,0000;20;5102;33,3300
553.521;1;402;3,0000;14,7500;Kg;18,0000;0,0000;20;5102;33,3300
553.521;2;181;2,9600;42,1200;Kg;18,0000;0,0000;20;5102;33,3300
553.521;3;160;5,3000;37,9500;Kg;12,0000;0,0000;00;5102;0,0000
553.521;4;480;1,0000;27,8400;Bd;18,0000;0,0000;00;5102;0,0000
553.521;5;106;3,6900;26,6000;Kg;18,0000;0,0000;20;5102;33,3300
553.521;6;371;1,0000;209,7600;Bd;18,0000;0,0000;20;5102;61,1100
553.521;7;420;1,0000;49,1400;Bd;18,0000;0,0000;20;5102;33,3300
553.521;8;156;1,0000;34,9800;Un;18,0000;0,0000;20;5102;33,3300
553.521;9;908;1,0000;19,4300;Cx;18,0000;0,0000;00;5102;0,0000
553.521;10;907;1,0000;20,8800;Cx;18,0000;0,0000;00;5102;0,0000
